file,net of investment,net of pension plan investment,net of administrative and investment,discount rate,net of 0.25% of investment,net of inflation. one hundred percent (100%) of the plan’s investment,net of opeb plan investment,investment rate of return,opeb plan,net of plan investment,net of pension investment,context
"MI2020/MI Jackson ","","","","['5.0%']","","","","","","","","35,454,420 sensitivity of the net opeb liability to changes in the discount rate. the following presents the net opeb liability of the city, calculated using the discount rate of 5.0%, as well as what the city’s net opeb liability would be if it were calculated using a discount rate that is 1% lower (4.0%) or 1% higher (6.0%) than the current rate:"
"MI2020/MI Jackson ","","","","['6.0%']","","","","","","","","sensitivity of the net opeb liability to changes in the discount rate. the following presents the net opeb liability of the city, calculated using the discount rate of 5.0%, as well as what the city’s net opeb liability would be if it were calculated using a discount rate that is 1% lower (4.0%) or 1% higher (6.0%) than the current rate: 1% decrease"
"MI2020/MI Manistee ","","","","['7.60%']","","","","","","","","1.45% asset class discount rate. the discount rate used to measure the total pension liability is 7.60% for 2019. the projection of cash flows used to determine the discount rate assumes that employer and employee contributions well be made at"
"MI2020/MI Manistee ","","","","['7.60%']","","","","","","","","employee retirement and benefit systems (continued) sensitivity of the net pension liability to changes in the discount rate. the following presents the net pension liability of the city, calculated using the discount rate of 7.60%, as well as what the city’s net pension liability would be if it were calculated using a discount rate that is 1-percentage-point lower (8.60%) or 1-percentage-point"
"MI2020/MI Manistee ","","","","['8.60%']","","","","","","","","sensitivity of the net pension liability to changes in the discount rate. the following presents the net pension liability of the city, calculated using the discount rate of 7.60%, as well as what the city’s net pension liability would be if it were calculated using a discount rate that is 1-percentage-point lower (8.60%) or 1-percentage-point higher (8.60%) than the current rate:"
"MI2020/MI Manistee ","","","","['3.50%']","","","","","","","","260,986 sensitivity of the total pension liability to changes in the discount rate: the following presents the total pension liability of the city as of the june 30, 2020 measurement date, calculated using the discount rate of 3.50%, as well as what the city ‘s total pension liability would be if it were not calculated using a discount rate that is one"
"MI2020/MI Manistee ","","","","['8.00%']","","","","","","","","6.56% asset class discount rate. the discount rate used to measure the total pension liability is 8.00% for 2018. the projection of cash flows used to determine the discount rate assumes that employer and employee contributions will be made at"
"MI2020/MI Manistee ","","","","['8.0%']","","","","","","","","71,206 sensitivity of the net pension liability to changes in the discount rate. the following presents the net pension liability of the commission, calculated using the discount rate of 8.0%, as well as what the commission’s net pension liability would be if it were calculated using a discount rate that is 1-percentage-point lower (7.0%) or 1percentage-point higher (9.0%) than the current rate:"
"MI2020/MI Manistee ","","","","['9.0%']","","","","","","","","sensitivity of the net pension liability to changes in the discount rate. the following presents the net pension liability of the commission, calculated using the discount rate of 8.0%, as well as what the commission’s net pension liability would be if it were calculated using a discount rate that is 1-percentage-point lower (7.0%) or 1percentage-point higher (9.0%) than the current rate: net pension liability"
"MI2020/MI Manistee ","","","","['2.21%']","","","","","","","","36,319 sensitivity of the total opeb liability to changes in the discount rate. the july 1, 2019 was prepared using a discount rate of 2.21%. if the discount rate were 1% higher than what was used it this valuation, the total opeb liability would decrease. if the discount rate were 1% lower than was used"
"MI2020/MI Manistee ","","","","","","","","['7.35']","","","","assumptions were based on the rp2014 group annuity mortality table - blended 50% male / 50% female significant changes from previous actuarial valuation: investment rate of return from 7.75% to 7.35% salary increases from 3.75% to 3.00%"
"MI2020/MI Manistee ","","","","","","","","['7.35']","","","","assumptions were based on the rp2014 group annuity mortality table - blended 50% male / 50% female significant changes from previous actuarial valuation: investment rate of return from 7.75% to 7.35% salary increases from 3.75% to 3.00%"
"MI2020/MI Manistee ","","","","['3.50%']","","","","","","","","rp-2014 total data set mortality with scale mp-2018 significant changes from previous actuarial valuation: decreased discount rate from 3.87% to 3.50% 62"
"MI2020/MI Manistee ","","","","['2.21%']","","","","","","","","(base rate 2006) significant changes from previous actuarial valuation: decreased discount rate from 3.58% to 2.21% trend rates were advanced, current year trend rate adjusted to reflect actual experience"
"MI2020/MI Van Buren Charter Township ","","","","","","","","['7.60']","","","","the total pension liability in the december 31, 2019 actuarial valuation was determined using an inflation assumption of 2.50 percent, assumed salary increases of 3.00 percent (with merit increases totaling up to 11 percent), an investment rate of return (gross of investment expenses) of 7.60 percent (including inflation), and the rp-2014 mortality tables."
